ID,Fitness Centre Name,Address,Area / Locality,City,Rating,Number of Reviews,Category / Type,Phone Number,Email Address,Website / Social URL,Operating Hours,Price Range
282,Fitness Centre 332,"2, Main Road, Bengaluru",BTM Layout,Bengaluru,4.3,1543,CrossFit Box,+91 9876539221,fit332@example.com,https://fitness332.example.com,6 AM - 10 PM,Budget
283,Fitness Centre 333,"73, Main Road, Bengaluru",HSR Layout,Bengaluru,4,700,Dance / Zumba Studio,+91 9876541515,fit333@example.com,https://fitness333.example.com,6 AM - 10 PM,Mid
284,Fitness Centre 334,"71, Main Road, Bengaluru",Koramangala,Bengaluru,4.5,1081,CrossFit Box,+91 9876514836,fit334@example.com,https://fitness334.example.com,5 AM - 11 PM,Budget
285,Fitness Centre 335,"56, Main Road, Bengaluru",BTM Layout,Bengaluru,3.9,2497,Dance / Zumba Studio,+91 9876563063,fit335@example.com,https://fitness335.example.com,7 AM - 9 PM,Budget
286,Fitness Centre 336,"2, Main Road, Bengaluru",Indiranagar,Bengaluru,4.3,1376,Gym / Fitness Studio,+91 9876533377,fit336@example.com,https://fitness336.example.com,6 AM - 10 PM,Budget
287,Fitness Centre 337,"79, Main Road, Bengaluru",Whitefield,Bengaluru,4.4,1780,CrossFit Box,+91 9876558179,fit337@example.com,https://fitness337.example.com,5 AM - 11 PM,Budget
288,Fitness Centre 338,"10, Main Road, Bengaluru",Indiranagar,Bengaluru,3.8,1987,CrossFit Box,+91 9876580651,fit338@example.com,https://fitness338.example.com,24 Hours,Mid
289,Fitness Centre 339,"58, Main Road, Bengaluru",Whitefield,Bengaluru,4.6,1092,Yoga Studio,+91 9876580899,fit339@example.com,https://fitness339.example.com,24 Hours,Premium
290,Fitness Centre 340,"24, Main Road, Bengaluru",Indiranagar,Bengaluru,4.1,1229,Gym / Fitness Studio,+91 9876543629,fit340@example.com,https://fitness340.example.com,7 AM - 9 PM,Budget
291,Fitness Centre 341,"18, Main Road, Bengaluru",Koramangala,Bengaluru,4,621,CrossFit Box,+91 9876590060,fit341@example.com,https://fitness341.example.com,24 Hours,Mid
292,Fitness Centre 342,"66, Main Road, Bengaluru",HSR Layout,Bengaluru,3.8,2063,Dance / Zumba Studio,+91 9876542143,fit342@example.com,https://fitness342.example.com,6 AM - 10 PM,Premium
293,Fitness Centre 343,"8, Main Road, Bengaluru",BTM Layout,Bengaluru,4,593,Yoga Studio,+91 9876545842,fit343@example.com,https://fitness343.example.com,5 AM - 11 PM,Premium
294,Fitness Centre 344,"10, Main Road, Bengaluru",Indiranagar,Bengaluru,4.5,874,CrossFit Box,+91 9876555560,fit344@example.com,https://fitness344.example.com,5 AM - 11 PM,Premium
295,Fitness Centre 345,"32, Main Road, Bengaluru",BTM Layout,Bengaluru,4.6,1503,Dance / Zumba Studio,+91 9876530713,fit345@example.com,https://fitness345.example.com,6 AM - 10 PM,Budget
296,Fitness Centre 346,"44, Main Road, Bengaluru",Koramangala,Bengaluru,3.9,635,Dance / Zumba Studio,+91 9876593354,fit346@example.com,https://fitness346.example.com,7 AM - 9 PM,Premium
297,Fitness Centre 347,"5, Main Road, Bengaluru",Koramangala,Bengaluru,3.9,1991,Yoga Studio,+91 9876535662,fit347@example.com,https://fitness347.example.com,7 AM - 9 PM,Budget
298,Fitness Centre 348,"22, Main Road, Bengaluru",BTM Layout,Bengaluru,4,1711,Dance / Zumba Studio,+91 9876513561,fit348@example.com,https://fitness348.example.com,5 AM - 11 PM,Budget
299,Fitness Centre 349,"39, Main Road, Bengaluru",Jayanagar,Bengaluru,4.4,1325,CrossFit Box,+91 9876598745,fit349@example.com,https://fitness349.example.com,5 AM - 11 PM,Mid
300,Fitness Centre 350,"50, Main Road, Bengaluru",Jayanagar,Bengaluru,4.6,2454,CrossFit Box,+91 9876570781,fit350@example.com,https://fitness350.example.com,7 AM - 9 PM,Premium
301,Fitness Centre 351,"84, Main Road, Bengaluru",Koramangala,Bengaluru,3.9,2151,Dance / Zumba Studio,+91 9876566974,fit351@example.com,https://fitness351.example.com,6 AM - 10 PM,Premium
302,Fitness Centre 352,"27, Main Road, Bengaluru",Indiranagar,Bengaluru,4.8,1342,Dance / Zumba Studio,+91 9876515000,fit352@example.com,https://fitness352.example.com,24 Hours,Budget
303,Fitness Centre 353,"56, Main Road, Bengaluru",Koramangala,Bengaluru,4.6,2414,CrossFit Box,+91 9876520594,fit353@example.com,https://fitness353.example.com,7 AM - 9 PM,Budget
304,Fitness Centre 354,"60, Main Road, Bengaluru",Koramangala,Bengaluru,4.1,1024,Yoga Studio,+91 9876565823,fit354@example.com,https://fitness354.example.com,24 Hours,Budget
305,Fitness Centre 355,"99, Main Road, Bengaluru",Koramangala,Bengaluru,4.8,2130,Gym / Fitness Studio,+91 9876546346,fit355@example.com,https://fitness355.example.com,6 AM - 10 PM,Mid
306,Fitness Centre 356,"3, Main Road, Bengaluru",Whitefield,Bengaluru,3.9,1680,Gym / Fitness Studio,+91 9876593755,fit356@example.com,https://fitness356.example.com,7 AM - 9 PM,Mid
307,Fitness Centre 357,"56, Main Road, Bengaluru",HSR Layout,Bengaluru,4.4,510,Yoga Studio,+91 9876575264,fit357@example.com,https://fitness357.example.com,24 Hours,Budget
308,Fitness Centre 358,"32, Main Road, Bengaluru",BTM Layout,Bengaluru,4.3,2018,Dance / Zumba Studio,+91 9876579263,fit358@example.com,https://fitness358.example.com,7 AM - 9 PM,Budget
309,Fitness Centre 359,"78, Main Road, Bengaluru",Koramangala,Bengaluru,4.1,2315,Gym / Fitness Studio,+91 9876593298,fit359@example.com,https://fitness359.example.com,24 Hours,Mid
310,Fitness Centre 360,"15, Main Road, Bengaluru",Koramangala,Bengaluru,4.6,572,Gym / Fitness Studio,+91 9876588205,fit360@example.com,https://fitness360.example.com,6 AM - 10 PM,Budget
311,Fitness Centre 361,"28, Main Road, Bengaluru",Whitefield,Bengaluru,4.3,1317,CrossFit Box,+91 9876534033,fit361@example.com,https://fitness361.example.com,24 Hours,Premium
312,Fitness Centre 362,"97, Main Road, Bengaluru",Jayanagar,Bengaluru,4,1943,Yoga Studio,+91 9876563419,fit362@example.com,https://fitness362.example.com,7 AM - 9 PM,Mid
313,Fitness Centre 363,"17, Main Road, Bengaluru",HSR Layout,Bengaluru,4.3,1530,Dance / Zumba Studio,+91 9876550978,fit363@example.com,https://fitness363.example.com,7 AM - 9 PM,Mid
314,Fitness Centre 364,"92, Main Road, Bengaluru",Jayanagar,Bengaluru,4.6,1984,CrossFit Box,+91 9876559870,fit364@example.com,https://fitness364.example.com,7 AM - 9 PM,Budget
315,Fitness Centre 365,"55, Main Road, Bengaluru",Whitefield,Bengaluru,4.2,1539,Dance / Zumba Studio,+91 9876556633,fit365@example.com,https://fitness365.example.com,7 AM - 9 PM,Mid
316,Fitness Centre 366,"74, Main Road, Bengaluru",HSR Layout,Bengaluru,3.9,2237,Yoga Studio,+91 9876533491,fit366@example.com,https://fitness366.example.com,6 AM - 10 PM,Premium
317,Fitness Centre 367,"25, Main Road, Bengaluru",HSR Layout,Bengaluru,3.9,1373,Yoga Studio,+91 9876594220,fit367@example.com,https://fitness367.example.com,24 Hours,Mid
318,Fitness Centre 368,"21, Main Road, Bengaluru",Koramangala,Bengaluru,4.5,1593,CrossFit Box,+91 9876545079,fit368@example.com,https://fitness368.example.com,7 AM - 9 PM,Mid
319,Fitness Centre 369,"19, Main Road, Bengaluru",Jayanagar,Bengaluru,4.2,1449,Gym / Fitness Studio,+91 9876580059,fit369@example.com,https://fitness369.example.com,6 AM - 10 PM,Budget
320,Fitness Centre 370,"11, Main Road, Bengaluru",Jayanagar,Bengaluru,4.1,1700,Dance / Zumba Studio,+91 9876566119,fit370@example.com,https://fitness370.example.com,24 Hours,Mid
321,Fitness Centre 371,"40, Main Road, Bengaluru",Jayanagar,Bengaluru,4.1,1403,Gym / Fitness Studio,+91 9876511138,fit371@example.com,https://fitness371.example.com,24 Hours,Premium
322,Fitness Centre 372,"58, Main Road, Bengaluru",BTM Layout,Bengaluru,4,1579,Yoga Studio,+91 9876557089,fit372@example.com,https://fitness372.example.com,5 AM - 11 PM,Premium
323,Fitness Centre 373,"22, Main Road, Bengaluru",Jayanagar,Bengaluru,4.3,877,Yoga Studio,+91 9876513587,fit373@example.com,https://fitness373.example.com,7 AM - 9 PM,Mid
324,Fitness Centre 374,"1, Main Road, Bengaluru",Whitefield,Bengaluru,3.9,836,CrossFit Box,+91 9876598367,fit374@example.com,https://fitness374.example.com,6 AM - 10 PM,Premium
325,Fitness Centre 375,"27, Main Road, Bengaluru",Jayanagar,Bengaluru,4.2,648,Yoga Studio,+91 9876556602,fit375@example.com,https://fitness375.example.com,6 AM - 10 PM,Premium
326,Fitness Centre 376,"9, Main Road, Bengaluru",HSR Layout,Bengaluru,4.5,1208,Yoga Studio,+91 9876588172,fit376@example.com,https://fitness376.example.com,6 AM - 10 PM,Mid
327,Fitness Centre 377,"78, Main Road, Bengaluru",HSR Layout,Bengaluru,4.2,1206,Yoga Studio,+91 9876528277,fit377@example.com,https://fitness377.example.com,7 AM - 9 PM,Premium
328,Fitness Centre 378,"34, Main Road, Bengaluru",Indiranagar,Bengaluru,4,1712,Yoga Studio,+91 9876597070,fit378@example.com,https://fitness378.example.com,5 AM - 11 PM,Mid
329,Fitness Centre 379,"23, Main Road, Bengaluru",Jayanagar,Bengaluru,4.1,928,Dance / Zumba Studio,+91 9876596886,fit379@example.com,https://fitness379.example.com,24 Hours,Premium
330,Fitness Centre 380,"42, Main Road, Bengaluru",Jayanagar,Bengaluru,4.4,2141,Dance / Zumba Studio,+91 9876518772,fit380@example.com,https://fitness380.example.com,24 Hours,Premium
331,Fitness Centre 381,"62, Main Road, Bengaluru",Koramangala,Bengaluru,4.7,1373,Dance / Zumba Studio,+91 9876528107,fit381@example.com,https://fitness381.example.com,24 Hours,Mid
332,Fitness Centre 382,"89, Main Road, Bengaluru",Jayanagar,Bengaluru,3.9,560,Gym / Fitness Studio,+91 9876510635,fit382@example.com,https://fitness382.example.com,7 AM - 9 PM,Premium
333,Fitness Centre 383,"24, Main Road, Bengaluru",Koramangala,Bengaluru,3.9,1530,Gym / Fitness Studio,+91 9876579493,fit383@example.com,https://fitness383.example.com,24 Hours,Budget
334,Fitness Centre 384,"48, Main Road, Bengaluru",Whitefield,Bengaluru,4.7,572,Yoga Studio,+91 9876586695,fit384@example.com,https://fitness384.example.com,24 Hours,Premium
335,Fitness Centre 385,"38, Main Road, Bengaluru",Indiranagar,Bengaluru,4.6,1312,CrossFit Box,+91 9876580493,fit385@example.com,https://fitness385.example.com,7 AM - 9 PM,Budget
336,Fitness Centre 386,"6, Main Road, Bengaluru",Koramangala,Bengaluru,4.3,781,Gym / Fitness Studio,+91 9876576344,fit386@example.com,https://fitness386.example.com,5 AM - 11 PM,Premium
337,Fitness Centre 387,"9, Main Road, Bengaluru",BTM Layout,Bengaluru,4.6,583,CrossFit Box,+91 9876534205,fit387@example.com,https://fitness387.example.com,5 AM - 11 PM,Mid
338,Fitness Centre 388,"59, Main Road, Bengaluru",BTM Layout,Bengaluru,4,1906,Yoga Studio,+91 9876561459,fit388@example.com,https://fitness388.example.com,5 AM - 11 PM,Mid
339,Fitness Centre 389,"58, Main Road, Bengaluru",Koramangala,Bengaluru,4.1,2042,Dance / Zumba Studio,+91 9876510429,fit389@example.com,https://fitness389.example.com,6 AM - 10 PM,Mid
340,Fitness Centre 390,"45, Main Road, Bengaluru",Indiranagar,Bengaluru,4.2,2268,Dance / Zumba Studio,+91 9876538520,fit390@example.com,https://fitness390.example.com,24 Hours,Mid
341,Fitness Centre 391,"84, Main Road, Bengaluru",Indiranagar,Bengaluru,4.1,889,CrossFit Box,+91 9876599560,fit391@example.com,https://fitness391.example.com,5 AM - 11 PM,Budget
342,Fitness Centre 392,"50, Main Road, Bengaluru",Koramangala,Bengaluru,4.5,803,Dance / Zumba Studio,+91 9876539844,fit392@example.com,https://fitness392.example.com,7 AM - 9 PM,Budget
343,Fitness Centre 393,"65, Main Road, Bengaluru",HSR Layout,Bengaluru,4.1,835,CrossFit Box,+91 9876529613,fit393@example.com,https://fitness393.example.com,5 AM - 11 PM,Mid
344,Fitness Centre 394,"97, Main Road, Bengaluru",Whitefield,Bengaluru,4.5,1534,Dance / Zumba Studio,+91 9876556464,fit394@example.com,https://fitness394.example.com,24 Hours,Premium
345,Fitness Centre 395,"99, Main Road, Bengaluru",Jayanagar,Bengaluru,4.6,835,Yoga Studio,+91 9876525820,fit395@example.com,https://fitness395.example.com,24 Hours,Mid
346,Fitness Centre 396,"81, Main Road, Bengaluru",Indiranagar,Bengaluru,4.8,1015,Yoga Studio,+91 9876537689,fit396@example.com,https://fitness396.example.com,7 AM - 9 PM,Premium
347,Fitness Centre 397,"47, Main Road, Bengaluru",Whitefield,Bengaluru,4.5,1351,CrossFit Box,+91 9876532345,fit397@example.com,https://fitness397.example.com,6 AM - 10 PM,Budget
348,Fitness Centre 398,"93, Main Road, Bengaluru",Indiranagar,Bengaluru,4.1,1691,Gym / Fitness Studio,+91 9876553447,fit398@example.com,https://fitness398.example.com,7 AM - 9 PM,Budget
349,Fitness Centre 399,"16, Main Road, Bengaluru",Indiranagar,Bengaluru,4,936,Yoga Studio,+91 9876574652,fit399@example.com,https://fitness399.example.com,5 AM - 11 PM,Budget
350,Fitness Centre 400,"57, Main Road, Bengaluru",BTM Layout,Bengaluru,4.7,1098,Dance / Zumba Studio,+91 9876523168,fit400@example.com,https://fitness400.example.com,6 AM - 10 PM,Budget
351,Fitness Centre 401,"45, Main Road, Bengaluru",Indiranagar,Bengaluru,4.6,1583,Gym / Fitness Studio,+91 9876574415,fit401@example.com,https://fitness401.example.com,5 AM - 11 PM,Premium
352,Fitness Centre 402,"45, Main Road, Bengaluru",Koramangala,Bengaluru,4.6,1778,Gym / Fitness Studio,+91 9876534475,fit402@example.com,https://fitness402.example.com,7 AM - 9 PM,Premium
353,Fitness Centre 403,"8, Main Road, Bengaluru",Jayanagar,Bengaluru,4.5,2090,Gym / Fitness Studio,+91 9876567495,fit403@example.com,https://fitness403.example.com,5 AM - 11 PM,Mid
354,Fitness Centre 404,"49, Main Road, Bengaluru",Koramangala,Bengaluru,4.3,1507,Yoga Studio,+91 9876541433,fit404@example.com,https://fitness404.example.com,6 AM - 10 PM,Budget
355,Fitness Centre 405,"96, Main Road, Bengaluru",Indiranagar,Bengaluru,3.9,2208,Yoga Studio,+91 9876540761,fit405@example.com,https://fitness405.example.com,24 Hours,Budget
356,Fitness Centre 406,"76, Main Road, Bengaluru",HSR Layout,Bengaluru,4.8,1319,CrossFit Box,+91 9876542253,fit406@example.com,https://fitness406.example.com,7 AM - 9 PM,Mid
357,Fitness Centre 407,"84, Main Road, Bengaluru",Koramangala,Bengaluru,4.5,1244,Dance / Zumba Studio,+91 9876514709,fit407@example.com,https://fitness407.example.com,24 Hours,Budget
358,Fitness Centre 408,"2, Main Road, Bengaluru",Jayanagar,Bengaluru,4.3,1243,Gym / Fitness Studio,+91 9876511539,fit408@example.com,https://fitness408.example.com,6 AM - 10 PM,Mid
359,Fitness Centre 409,"16, Main Road, Bengaluru",Jayanagar,Bengaluru,4.5,617,Gym / Fitness Studio,+91 9876597521,fit409@example.com,https://fitness409.example.com,7 AM - 9 PM,Mid
360,Fitness Centre 410,"52, Main Road, Bengaluru",Jayanagar,Bengaluru,4,1681,CrossFit Box,+91 9876549129,fit410@example.com,https://fitness410.example.com,24 Hours,Mid
361,Fitness Centre 411,"8, Main Road, Bengaluru",Koramangala,Bengaluru,4.3,2486,Yoga Studio,+91 9876560852,fit411@example.com,https://fitness411.example.com,7 AM - 9 PM,Budget
362,Fitness Centre 412,"9, Main Road, Bengaluru",HSR Layout,Bengaluru,4.6,1475,Gym / Fitness Studio,+91 9876594690,fit412@example.com,https://fitness412.example.com,7 AM - 9 PM,Premium
363,Fitness Centre 413,"41, Main Road, Bengaluru",Jayanagar,Bengaluru,4.7,1562,CrossFit Box,+91 9876531335,fit413@example.com,https://fitness413.example.com,7 AM - 9 PM,Premium
364,Fitness Centre 414,"94, Main Road, Bengaluru",Indiranagar,Bengaluru,4.2,1486,Dance / Zumba Studio,+91 9876596051,fit414@example.com,https://fitness414.example.com,7 AM - 9 PM,Mid
365,Fitness Centre 415,"6, Main Road, Bengaluru",HSR Layout,Bengaluru,4.3,2432,Gym / Fitness Studio,+91 9876545285,fit415@example.com,https://fitness415.example.com,6 AM - 10 PM,Budget
366,Fitness Centre 416,"31, Main Road, Bengaluru",Jayanagar,Bengaluru,3.8,1959,Gym / Fitness Studio,+91 9876566400,fit416@example.com,https://fitness416.example.com,7 AM - 9 PM,Premium
367,Fitness Centre 417,"54, Main Road, Bengaluru",BTM Layout,Bengaluru,3.8,1908,Gym / Fitness Studio,+91 9876580045,fit417@example.com,https://fitness417.example.com,7 AM - 9 PM,Mid
368,Fitness Centre 418,"98, Main Road, Bengaluru",HSR Layout,Bengaluru,3.9,2269,CrossFit Box,+91 9876510015,fit418@example.com,https://fitness418.example.com,24 Hours,Premium
369,Fitness Centre 419,"63, Main Road, Bengaluru",HSR Layout,Bengaluru,4.3,2272,Dance / Zumba Studio,+91 9876518672,fit419@example.com,https://fitness419.example.com,6 AM - 10 PM,Mid
370,Fitness Centre 420,"11, Main Road, Bengaluru",BTM Layout,Bengaluru,4.1,2060,CrossFit Box,+91 9876520189,fit420@example.com,https://fitness420.example.com,7 AM - 9 PM,Mid
371,Fitness Centre 421,"38, Main Road, Bengaluru",Whitefield,Bengaluru,4.6,1518,Gym / Fitness Studio,+91 9876560196,fit421@example.com,https://fitness421.example.com,5 AM - 11 PM,Mid
372,Fitness Centre 422,"86, Main Road, Bengaluru",Whitefield,Bengaluru,3.9,1520,Yoga Studio,+91 9876557742,fit422@example.com,https://fitness422.example.com,5 AM - 11 PM,Premium
373,Fitness Centre 423,"69, Main Road, Bengaluru",Whitefield,Bengaluru,4,2448,Dance / Zumba Studio,+91 9876523944,fit423@example.com,https://fitness423.example.com,24 Hours,Budget
374,Fitness Centre 424,"32, Main Road, Bengaluru",Jayanagar,Bengaluru,4,1453,CrossFit Box,+91 9876518319,fit424@example.com,https://fitness424.example.com,6 AM - 10 PM,Premium
375,Fitness Centre 425,"73, Main Road, Bengaluru",HSR Layout,Bengaluru,3.8,1311,Dance / Zumba Studio,+91 9876583299,fit425@example.com,https://fitness425.example.com,6 AM - 10 PM,Budget
376,Fitness Centre 426,"29, Main Road, Bengaluru",Jayanagar,Bengaluru,4,2483,CrossFit Box,+91 9876594028,fit426@example.com,https://fitness426.example.com,24 Hours,Premium
377,Fitness Centre 427,"25, Main Road, Bengaluru",Whitefield,Bengaluru,4.1,1919,Gym / Fitness Studio,+91 9876524169,fit427@example.com,https://fitness427.example.com,24 Hours,Premium
378,Fitness Centre 428,"25, Main Road, Bengaluru",HSR Layout,Bengaluru,4,2066,Dance / Zumba Studio,+91 9876588827,fit428@example.com,https://fitness428.example.com,6 AM - 10 PM,Mid
379,Fitness Centre 429,"24, Main Road, Bengaluru",Koramangala,Bengaluru,4.7,621,Dance / Zumba Studio,+91 9876557881,fit429@example.com,https://fitness429.example.com,5 AM - 11 PM,Budget
380,Fitness Centre 430,"80, Main Road, Bengaluru",HSR Layout,Bengaluru,4.5,1541,Yoga Studio,+91 9876550329,fit430@example.com,https://fitness430.example.com,6 AM - 10 PM,Mid
381,Fitness Centre 431,"26, Main Road, Bengaluru",Whitefield,Bengaluru,4.5,710,Gym / Fitness Studio,+91 9876561634,fit431@example.com,https://fitness431.example.com,5 AM - 11 PM,Budget
382,Fitness Centre 432,"12, Main Road, Bengaluru",Indiranagar,Bengaluru,4.2,2376,Dance / Zumba Studio,+91 9876589989,fit432@example.com,https://fitness432.example.com,5 AM - 11 PM,Budget
383,Fitness Centre 433,"86, Main Road, Bengaluru",Koramangala,Bengaluru,4.4,1421,CrossFit Box,+91 9876544616,fit433@example.com,https://fitness433.example.com,5 AM - 11 PM,Premium
384,Fitness Centre 434,"85, Main Road, Bengaluru",Jayanagar,Bengaluru,4.5,1086,Dance / Zumba Studio,+91 9876543739,fit434@example.com,https://fitness434.example.com,6 AM - 10 PM,Budget
385,Fitness Centre 435,"78, Main Road, Bengaluru",HSR Layout,Bengaluru,4.1,727,Yoga Studio,+91 9876573791,fit435@example.com,https://fitness435.example.com,6 AM - 10 PM,Mid
386,Fitness Centre 436,"1, Main Road, Bengaluru",HSR Layout,Bengaluru,4.4,1946,Gym / Fitness Studio,+91 9876567606,fit436@example.com,https://fitness436.example.com,6 AM - 10 PM,Mid
387,Fitness Centre 437,"63, Main Road, Bengaluru",Indiranagar,Bengaluru,3.8,1875,CrossFit Box,+91 9876588049,fit437@example.com,https://fitness437.example.com,5 AM - 11 PM,Mid
388,Fitness Centre 438,"76, Main Road, Bengaluru",Jayanagar,Bengaluru,4.4,1653,Dance / Zumba Studio,+91 9876570463,fit438@example.com,https://fitness438.example.com,5 AM - 11 PM,Premium
389,Fitness Centre 439,"18, Main Road, Bengaluru",HSR Layout,Bengaluru,4.3,880,CrossFit Box,+91 9876553590,fit439@example.com,https://fitness439.example.com,7 AM - 9 PM,Premium
390,Fitness Centre 440,"26, Main Road, Bengaluru",Indiranagar,Bengaluru,4.7,2403,Yoga Studio,+91 9876599497,fit440@example.com,https://fitness440.example.com,5 AM - 11 PM,Premium
391,Fitness Centre 441,"36, Main Road, Bengaluru",HSR Layout,Bengaluru,4.7,2153,Dance / Zumba Studio,+91 9876589415,fit441@example.com,https://fitness441.example.com,24 Hours,Budget
392,Fitness Centre 442,"21, Main Road, Bengaluru",BTM Layout,Bengaluru,4.5,1439,CrossFit Box,+91 9876584440,fit442@example.com,https://fitness442.example.com,7 AM - 9 PM,Budget
393,Fitness Centre 443,"78, Main Road, Bengaluru",Whitefield,Bengaluru,4.7,2036,CrossFit Box,+91 9876548630,fit443@example.com,https://fitness443.example.com,24 Hours,Mid
394,Fitness Centre 444,"17, Main Road, Bengaluru",BTM Layout,Bengaluru,4.7,817,Gym / Fitness Studio,+91 9876515957,fit444@example.com,https://fitness444.example.com,7 AM - 9 PM,Budget
395,Fitness Centre 445,"86, Main Road, Bengaluru",Indiranagar,Bengaluru,4.1,789,CrossFit Box,+91 9876575137,fit445@example.com,https://fitness445.example.com,6 AM - 10 PM,Mid
396,Fitness Centre 446,"9, Main Road, Bengaluru",Whitefield,Bengaluru,4.3,1921,Yoga Studio,+91 9876568588,fit446@example.com,https://fitness446.example.com,5 AM - 11 PM,Mid
397,Fitness Centre 447,"22, Main Road, Bengaluru",Indiranagar,Bengaluru,4.7,1124,Yoga Studio,+91 9876561395,fit447@example.com,https://fitness447.example.com,24 Hours,Premium
398,Fitness Centre 448,"75, Main Road, Bengaluru",BTM Layout,Bengaluru,4.4,946,Dance / Zumba Studio,+91 9876542186,fit448@example.com,https://fitness448.example.com,24 Hours,Budget
399,Fitness Centre 449,"99, Main Road, Bengaluru",BTM Layout,Bengaluru,4.6,2446,Yoga Studio,+91 9876590442,fit449@example.com,https://fitness449.example.com,24 Hours,Premium
400,Fitness Centre 450,"1, Main Road, Bengaluru",BTM Layout,Bengaluru,4.6,1761,Dance / Zumba Studio,+91 9876532541,fit450@example.com,https://fitness450.example.com,6 AM - 10 PM,Mid
401,Fitness Centre 451,"5, Main Road, Bengaluru",Indiranagar,Bengaluru,4.4,1449,CrossFit Box,+91 9876580226,fit451@example.com,https://fitness451.example.com,24 Hours,Mid
402,Fitness Centre 452,"39, Main Road, Bengaluru",Whitefield,Bengaluru,3.9,2236,Dance / Zumba Studio,+91 9876510802,fit452@example.com,https://fitness452.example.com,7 AM - 9 PM,Budget
403,Fitness Centre 453,"74, Main Road, Bengaluru",Jayanagar,Bengaluru,4.2,2392,Gym / Fitness Studio,+91 9876510147,fit453@example.com,https://fitness453.example.com,24 Hours,Premium
404,Fitness Centre 454,"44, Main Road, Bengaluru",HSR Layout,Bengaluru,3.9,1636,Yoga Studio,+91 9876598677,fit454@example.com,https://fitness454.example.com,24 Hours,Premium
405,Fitness Centre 455,"5, Main Road, Bengaluru",Jayanagar,Bengaluru,4.5,921,CrossFit Box,+91 9876537247,fit455@example.com,https://fitness455.example.com,24 Hours,Mid
406,Fitness Centre 456,"5, Main Road, Bengaluru",Indiranagar,Bengaluru,4.4,948,Dance / Zumba Studio,+91 9876541094,fit456@example.com,https://fitness456.example.com,24 Hours,Mid
407,Fitness Centre 457,"32, Main Road, Bengaluru",BTM Layout,Bengaluru,4.4,845,CrossFit Box,+91 9876576700,fit457@example.com,https://fitness457.example.com,6 AM - 10 PM,Budget
408,Fitness Centre 458,"35, Main Road, Bengaluru",Jayanagar,Bengaluru,4.1,2109,Yoga Studio,+91 9876535662,fit458@example.com,https://fitness458.example.com,6 AM - 10 PM,Budget
409,Fitness Centre 459,"29, Main Road, Bengaluru",Whitefield,Bengaluru,4.1,2229,Gym / Fitness Studio,+91 9876531206,fit459@example.com,https://fitness459.example.com,5 AM - 11 PM,Budget
410,Fitness Centre 460,"71, Main Road, Bengaluru",HSR Layout,Bengaluru,4.5,1777,CrossFit Box,+91 9876520139,fit460@example.com,https://fitness460.example.com,5 AM - 11 PM,Premium
411,Fitness Centre 461,"45, Main Road, Bengaluru",Koramangala,Bengaluru,4,1536,Yoga Studio,+91 9876522152,fit461@example.com,https://fitness461.example.com,7 AM - 9 PM,Budget
412,Fitness Centre 462,"41, Main Road, Bengaluru",Indiranagar,Bengaluru,4.6,2465,Dance / Zumba Studio,+91 9876588154,fit462@example.com,https://fitness462.example.com,24 Hours,Mid
413,Fitness Centre 463,"5, Main Road, Bengaluru",Indiranagar,Bengaluru,4.7,2394,Gym / Fitness Studio,+91 9876556276,fit463@example.com,https://fitness463.example.com,6 AM - 10 PM,Budget
414,Fitness Centre 464,"75, Main Road, Bengaluru",Jayanagar,Bengaluru,4,1663,Yoga Studio,+91 9876590155,fit464@example.com,https://fitness464.example.com,24 Hours,Premium
415,Fitness Centre 465,"89, Main Road, Bengaluru",BTM Layout,Bengaluru,4.1,2143,Gym / Fitness Studio,+91 9876580452,fit465@example.com,https://fitness465.example.com,24 Hours,Budget
416,Fitness Centre 466,"7, Main Road, Bengaluru",HSR Layout,Bengaluru,4.6,654,Yoga Studio,+91 9876514709,fit466@example.com,https://fitness466.example.com,6 AM - 10 PM,Budget
417,Fitness Centre 467,"72, Main Road, Bengaluru",Koramangala,Bengaluru,4.8,1701,Dance / Zumba Studio,+91 9876545520,fit467@example.com,https://fitness467.example.com,24 Hours,Premium
418,Fitness Centre 468,"14, Main Road, Bengaluru",BTM Layout,Bengaluru,4.4,2263,Dance / Zumba Studio,+91 9876596634,fit468@example.com,https://fitness468.example.com,7 AM - 9 PM,Premium
419,Fitness Centre 469,"29, Main Road, Bengaluru",Koramangala,Bengaluru,4.8,1875,CrossFit Box,+91 9876582789,fit469@example.com,https://fitness469.example.com,6 AM - 10 PM,Budget
420,Fitness Centre 470,"32, Main Road, Bengaluru",BTM Layout,Bengaluru,4.7,1260,Dance / Zumba Studio,+91 9876578702,fit470@example.com,https://fitness470.example.com,24 Hours,Mid
421,Fitness Centre 471,"89, Main Road, Bengaluru",Indiranagar,Bengaluru,4,2132,Yoga Studio,+91 9876510550,fit471@example.com,https://fitness471.example.com,24 Hours,Mid
422,Fitness Centre 472,"55, Main Road, Bengaluru",Jayanagar,Bengaluru,4.3,1188,Gym / Fitness Studio,+91 9876538049,fit472@example.com,https://fitness472.example.com,6 AM - 10 PM,Budget
423,Fitness Centre 473,"56, Main Road, Bengaluru",HSR Layout,Bengaluru,4.2,1269,CrossFit Box,+91 9876521503,fit473@example.com,https://fitness473.example.com,5 AM - 11 PM,Mid
